start word,end word,solution,number of words
ger,ppa,"ger,per,ppr,ppa",4
hora,also,"hora,hura,aura,auca,alca,alco,also",7
batted,kerner,"batted,batter,barter,darter,darner,derner,kerner",7
eval,arba,"eval,aval,amal,amil,aril,aria,arba",7
cruse,means,"cruse,crose,cross,crass,brass,brans,beans,means",8
indowed,mortier,"indowed,inbowed,unbowed,uncowed,uncoked,uncaked,uncased,uncases,uneases,ureases,creases,cresses,cressed,crested,crusted,cruster,cluster,clutter,cluther,couther,mouther,moither,moitier,mortier",24
eria,arne,"eria,aria,arna,arne",4
nada,derm,"nada,dada,deda,dedo,dero,derm",6
prick,craft,"prick,crick,crock,croak,croat,croft,craft",7
buran,jinni,"buran,buras,burns,bunns,bunny,binny,jinny,jinni",8
add,udi,"add,ado,udo,udi",4
plaza,astor,"plaza,playa,praya,prays,praus,prius,arius,artus,actus,actos,actor,astor",12
qadi,rato,"qadi,cadi,cade,cate,rate,rato",6
flawy,terne,"flawy,flamy,foamy,formy,forma,torma,terma,terna,terne",9
yell,wolf,"yell,well,welf,wolf",4
gades,trent,"gades,fades,faden,frden,freen,treen,treed,trend,trent",9
pensum,slings,"pensum,sensum,sensus,senses,seises,seines,shines,chines,clines,clings,slings",11
menu,daps,"menu,mens,mans,maps,daps",5
soh,veg,"soh,sog,vog,veg",4
has,lir,"has,las,lis,lir",4
sitz,educ,"sitz,sits,sets,seis,sris,eris,eric,eruc,educ",9
zip,abb,"zip,zit,ait,abt,abb",5
rori,nyet,"rori,bori,beri,bert,beet,neet,nyet",7
heh,qid,"heh,hed,qed,qid",4
loren,eyras,"loren,lores,lyres,eyres,eyras",5
kid,rya,"kid,rid,ria,rya",4
medle,linne,"medle,merle,merce,terce,terne,tenne,tinne,linne",8
got,cpd,"got,cot,cpt,cpd",4
coan,sabs,"coan,goan,goas,gobs,sobs,sabs",6
dixie,semee,"dixie,dixit,dimit,demit,remit,remet,remen,semen,semee",9
bow,wry,"bow,wow,woy,wry",4
yez,was,"yez,yes,wes,was",4
roust,harms,"roust,rouse,house,horse,horae,horas,haras,harms",8
utu,leg,"utu,stu,stg,seg,leg",5
umm,del,"umm,emm,eam,dam,dem,del",6
neem,tils,"neem,teem,tees,ties,tils",5
sol,fee,"sol,fol,foe,fee",4
neven,disco,"neven,neves,nenes,denes,dines,dinks,disks,discs,disco",9
xix,eth,"xix,fix,fox,foh,fth,eth",6
olp,ego,"olp,alp,alo,ago,ego",5
tile,daut,"tile,tale,dale,dalt,daut",5
bught,terap,"bught,bight,bigot,begot,begat,berat,cerat,ceras,teras,terap",10
nus,pam,"nus,pus,pas,pam",4
cyprid,leafen,"cyprid,caprid,caprin,caplin,caplan,callan,callas,calles,calves,halves,helves,heaves,leaves,leaven,leafen",15
tamil,slunk,"tamil,tamis,camis,camps,comps,coops,clops,clons,clonk,slonk,slunk",11
leks,retd,"leks,lets,rets,retd",4
sunned,gigger,"sunned,gunned,ginned,ginner,ginger,gigger",6
relays,wished,"relays,resays,resaws,resews,resees,reshes,rashes,washes,wishes,wished",10
ign,xxv,"ign,fgn,fin,din,div,xiv,xxv",7
bys,sri,"bys,bas,bai,sai,sri",5
twa,ten,"twa,tea,ten",3
embar,stank,"embar,ember,emeer,smeer,steer,steed,stend,stand,stank",9
bidget,seined,"bidget,fidget,fidged,ridged,ringed,pinged,pinned,penned,peined,seined",10
bale,bise,"bale,bile,bise",3
imu,iqs,"imu,iou,ios,iqs",4
froes,demal,"froes,floes,cloes,clops,coops,comps,comas,comal,domal,demal",10
cesium,soldan,"cesium,cerium,curium,curiam,curial,burial,burian,burman,barman,batman,batlan,ballan,bullan,sullan,suldan,soldan",16
batmen,pintle,"batmen,batten,patten,pattee,pattle,pantle,pintle",7
playa,tawpi,"playa,plays,plans,peans,peins,pains,tains,taino,taipo,taipi,tawpi",11
haf,duo,"haf,hao,dao,duo",4
beader,camuse,"beader,beater,better,batter,matter,mattes,maties,matins,matina,marina,carina,carisa,camisa,camise,camuse",15
remans,preses,"remans,remass,remiss,demiss,demies,delies,delves,deaves,leaves,leases,peases,prases,preses",13
leve,coir,"leve,love,cove,come,comr,coir",6
cfh,riv,"cfh,cfd,cid,rid,riv",5
claik,crypt,"claik,craik,craie,crape,crepe,crept,crypt",7
gae,err,"gae,gre,ere,err",4
cresc,token,"cresc,cress,tress,trees,tyees,tykes,tokes,token",8
mungy,blend,"mungy,bungy,bunny,benny,beany,beant,beent,blent,blend",9
have,size,"have,cave,cive,cize,size",5
purply,windel,"purply,purely,burely,burele,burgle,bungle,bungee,bunger,bunder,binder,winder,windel",12
mat,aho,"mat,mao,mho,aho",4
gases,cobbs,"gases,cases,coses,comes,combs,cobbs",6
samh,geon,"samh,same,game,gare,garn,gaon,geon",7
fade,barr,"fade,bade,bare,barr",4
namma,plies,"namma,gamma,gumma,guama,grama,grams,prams,prims,pries,plies",10
decays,fratch,"decays,derays,derats,derate,aerate,aerage,arrage,arrace,arrach,areach,creach,cleach,cletch,clatch,cratch,fratch",16
nits,pore,"nits,pits,pots,pote,pore",5
acre,debs,"acre,aire,dire,dere,debe,debs",6
kep,bio,"kep,rep,rip,rio,bio",5
clods,bisks,"clods,clons,coons,boons,books,bosks,bisks",7
nob,obv,"nob,aob,abb,obb,obv",5
jigs,span,"jigs,digs,dias,deas,seas,spas,span",7
rig,kyd,"rig,rid,kid,kyd",4
puree,cared,"puree,pured,cured,cared",4
zax,peh,"zax,pax,pah,peh",4
tat,tal,"tat,tal",2
pac,esp,"pac,lac,lsc,esc,esp",5
corf,kins,"corf,carf,cars,cans,kans,kins",6
phut,baft,"phut,shut,saut,saft,baft",5
anglo,jinny,"anglo,angle,engle,eagle,bagle,bagge,bange,binge,bingy,binny,jinny",11
binal,sidia,"binal,pinal,pinas,pimas,limas,limbs,limba,simba,simia,sidia",10
lych,frwy,"lych,lech,leah,leat,feat,frat,fray,frwy",8
yex,saj,"yex,sex,sax,saj",4
drug,wilt,"drug,frug,frag,frat,fiat,filt,wilt",7
fig,hob,"fig,fog,hog,hob",4
wrecks,dashee,"wrecks,wracks,cracks,cricks,pricks,prices,preces,pieces,pisces,pishes,dishes,dashes,dashee",13
dopes,piers,"dopes,popes,pores,peres,perks,peeks,peers,piers",8
error,parus,"error,erron,ekron,akron,aaron,saron,saros,sarus,parus",9
copps,mauls,"copps,coops,cools,mools,mouls,mauls",6
reft,joky,"reft,raft,rafe,rake,jake,joke,joky",7
llb,san,"llb,lab,sab,san",4
wire,rivo,"wire,wive,rive,rivo",4
isled,lingo,"isled,islet,inlet,anlet,annet,annat,annas,annus,ainus,linus,lings,lingo",12
ours,nake,"ours,burs,bars,bare,nare,nake",6
gedd,coul,"gedd,redd,rodd,roud,coud,coul",6
luvian,strond,"luvian,livian,lilian,lilial,filial,finial,findal,pindal,pineal,lineal,lineas,linens,linins,lining,fining,firing,siring,string,strong,strond",20
lhd,shu,"lhd,bhd,bhp,shp,shu",5
wog,hes,"wog,wos,wes,hes",4
crises,callas,"crises,cruses,causes,caules,calles,callas",6
aids,muff,"aids,bids,buds,bums,bumf,buff,muff",7
fens,skat,"fens,fent,sent,seat,skat",5
fermal,shover,"fermal,termal,terman,teaman,seaman,seamen,seamer,shamer,shaver,shover",10
zat,cum,"zat,cat,cut,cum",4
pye,yes,"pye,pee,yee,yes",4
neatest,faulted,"neatest,nearest,dearest,deprest,depress,bepress,bearess,bearers,beaters,seaters,setters,settees,settles,mettles,mottles,mottler,moutler,mouther,souther,soutter,soulter,saulter,faulter,faulted",24
law,rtw,"law,raw,rtw",3
pausal,yarner,"pausal,paucal,pascal,tascal,tassal,tarsal,tarnal,carnal,carnel,darnel,darner,yarner",12
art,slt,"art,alt,slt",3
mom,sci,"mom,pom,pcm,pci,sci",5
spank,lopes,"spank,spans,spats,spots,soots,sorts,sores,lores,lopes",9
nay,suk,"nay,say,sak,suk",4
gog,ppt,"gog,got,pot,ppt",4
kui,rfz,"kui,sui,suz,sfz,rfz",5
rags,rale,"rags,rals,rale",3
mont,quod,"mont,munt,mund,muid,quid,quod",6
bridle,tindal,"bridle,bridie,brinie,bainie,bailie,mailie,maidie,maidin,maidan,mandan,pandan,pandal,pindal,tindal",14
parkers,grummer,"parkers,barkers,bankers,banders,benders,bendees,bendies,bennies,beanies,beanier,beakier,brakier,brazier,grazier,grapier,gripier,grimier,grimmer,grummer",19
doko,bart,"doko,boko,boro,bort,bart",5
hit,ala,"hit,ait,alt,ala",4
loch,joom,"loch,joch,jock,jook,joom",5
lit,dam,"lit,dit,dat,dam",4
fop,tln,"fop,top,ton,tln",4
kari,karn,"kari,karn",2
tzar,gorb,"tzar,taar,baar,barr,barb,garb,gorb",7
prise,fiord,"prise,frise,frase,frate,frats,fiats,fiars,fiard,fiord",9
kinin,flats,"kinin,linin,linen,lines,lints,lists,fists,fiats,flats",9
kyl,far,"kyl,cyl,cal,car,far",5
fren,akim,"fren,aren,aden,adin,akin,akim",6
yaup,orts,"yaup,caup,crup,crus,crts,orts",6
whirr,teach,"whirr,whirs,weirs,wears,bears,beats,beath,beach,teach",9
mintage,puzzled,"mintage,montage,pontage,pondage,bondage,bordage,cordage,cordate,cordite,condite,candite,candide,candids,candies,candier,handier,hardier,harrier,farrier,furrier,furzier,fuzzier,muzzier,muzzler,puzzler,puzzled",26
hag,nig,"hag,nag,nig",3
bube,oops,"bube,bubs,bobs,bops,oops",5
vera,feeb,"vera,verd,ferd,feed,feeb",5
corby,molet,"corby,corey,coley,colet,molet",5
huns,eoan,"huns,muns,mons,moas,moan,eoan",6
dab,cox,"dab,cab,cob,cox",4
wersh,praos,"wersh,weesh,weest,wrest,prest,press,preys,prays,praos",9
sha,sie,"sha,sia,sie",3
gos,old,"gos,god,gld,old",4
hin,ait,"hin,ain,ait",3
edger,knees,"edger,eager,sager,sayer,shyer,sheer,sheel,shell,snell,knell,kneel,knees",12
cfs,yds,"cfs,efs,eds,yds",4
wem,sav,"wem,sem,sam,sav",4
stars,tonto,"stars,sears,seats,sents,cents,cento,conto,tonto",8
dirl,rota,"dirl,virl,vira,vita,rita,rota",6
joy,gyp,"joy,boy,bop,byp,gyp",5
apl,hyp,"apl,cpl,cyl,cyp,hyp",5
pals,clem,"pals,aals,alls,ales,alem,clem",6
jural,scrod,"jural,sural,seral,serab,scrab,scrob,scrod",7
sliwer,fulgor,"sliwer,slider,glider,guider,guiler,guller,buller,bulger,bulgur,fulgur,fulgor",11
naght,meter,"naght,night,light,licht,licet,lacet,lacer,macer,mater,meter",10
wheem,shore,"wheem,wheam,wheal,sheal,shoal,shorl,shore",7
lukas,sadly,"lukas,lunas,punas,pulas,palas,palls,pally,sally,sadly",9
nul,dob,"nul,nol,dol,dob",4
cloff,hoots,"cloff,cliff,clift,clipt,clips,clops,coops,hoops,hoots",9
mugil,conin,"mugil,pugil,pupil,pupal,popal,copal,coral,coran,corin,conin",10
set,mcg,"set,met,meg,mcg",4
tabac,posca,"tabac,tabic,tabis,tapis,tapia,tania,tanga,panga,ponga,ponca,posca",11
atip,foys,"atip,atap,stap,soap,soup,sous,soys,foys",8
durr,maxi,"durr,darr,dari,mari,maxi",5
abb,fam,"abb,alb,flb,fab,fam",5
tagel,madre,"tagel,tabel,taber,caber,cader,cadee,cadre,madre",8
tck,fog,"tck,ack,auk,aug,fug,fog",6
gre,dat,"gre,gae,dae,dat",4
haiti,algin,"haiti,hatti,matti,matts,motts,motes,aotes,aotus,altus,altun,altin,algin",12
oaf,noh,"oaf,oof,ooh,noh",4
flab,bchs,"flab,blab,blas,alas,ales,aces,ices,ichs,bchs",9
sld,fox,"sld,fld,fod,fox",4
amyl,dick,"amyl,amel,aiel,diel,dirl,dirk,dick",7
scfh,dang,"scfh,scfm,scam,siam,diam,diag,ding,dang",8
welk,alba,"welk,wilk,wile,aile,alle,albe,alba",7
pegh,nejd,"pegh,perh,pere,nere,nerd,nejd",6
mono,tarp,"mono,mano,tano,taro,tarp",5
nits,peri,"nits,pits,pets,pers,peri",5
aimed,trews,"aimed,timed,tined,tyned,tynes,tyees,trees,trews",8
bags,pugs,"bags,bugs,pugs",3
coma,fays,"coma,coms,cams,cays,fays",5
dim,mas,"dim,mim,mam,mas",4
vice,shin,"vice,dice,dace,dame,damn,dain,sain,shin",8
tengu,reads,"tengu,tennu,tenno,tendo,tends,rends,reads",7
lese,book,"lese,lose,bose,bosk,book",5
draggy,storey,"draggy,craggy,claggy,slaggy,staggy,stagey,stogey,storey",8
grin,kaka,"grin,gain,gaia,gala,kala,kaka",6
zho,oke,"zho,aho,ako,ake,oke",5
halloo,clonal,"halloo,calloo,callot,carlot,carlet,carnet,cornet,corned,coined,crined,crinel,crinal,clinal,clonal",14
sorn,bala,"sorn,born,barn,bara,bala",5
ump,qtd,"ump,imp,ima,ita,itd,qtd",6
lif,obs,"lif,lbf,lbs,obs",4
kong,dioc,"kong,dong,donn,doon,dion,dioc",6
molle,nowed,"molle,molls,bolls,boles,boled,bowed,nowed",7
scot,drub,"scot,scut,saut,daut,daub,drub",6
soary,scowl,"soary,scary,scaly,scall,scawl,scowl",6
kier,reck,"kier,bier,beer,beek,reek,reck",6
aru,rhe,"aru,cru,cre,che,rhe",5
oes,odd,"oes,ods,odd",3
whens,fleur,"whens,wrens,brens,brees,frees,flees,fleer,fleur",8
conj,mest,"conj,cont,mont,ment,mest",5
repaves,ballads,"repaves,repaved,repayed,relayed,belayed,belayer,bilayer,billyer,willyer,willier,willies,billies,ballies,bailies,bailees,bailers,ballers,ballets,ballots,ballote,ballate,ballade,ballads",23
bub,syl,"bub,cub,cul,cyl,syl",5
ayin,emer,"ayin,amin,amir,emir,emer",5
veps,neri,"veps,vers,veri,neri",4
sexier,rarely,"sexier,setier,setter,settee,settle,sattle,rattle,rattly,raptly,rapely,rarely",11
nucin,grill,"nucin,mucin,mucid,murid,mured,sured,shred,shied,shiel,shill,phill,prill,grill",13
eased,forth,"eased,eared,fared,fares,fores,forts,forth",7
caper,siris,"caper,carer,cares,cires,sires,siris",6
ouch,leap,"ouch,much,mech,lech,leah,leap",6
birken,killas,"birken,barken,barkan,balkan,ballan,ballas,pallas,pillas,killas",9
robes,sabes,"robes,rubes,tubes,tabes,sabes",5
tyg,tos,"tyg,tog,tos",3
nub,soe,"nub,sub,sob,soe",4
oxim,word,"oxim,oxid,ooid,oord,word",5
timne,wersh,"timne,temne,temse,gemse,geese,geest,weest,weesh,wersh",9
biog,fixt,"biog,brog,frog,frot,fiot,fixt",6
scyt,awag,"scyt,scat,swat,awat,awag",5
cabre,dryad,"cabre,cadre,cadee,cader,fader,faden,frden,freen,freed,dreed,dread,dryad",12
fakery,goblet,"fakery,rakery,rakers,rakees,ramees,ramies,rabies,gabies,gables,gablet,goblet",11
comers,heckle,"comers,cooers,cooees,cooeed,cooked,hooked,hocked,hacked,hackee,hackle,heckle",11
chis,dogs,"chis,ghis,gois,bois,bogs,dogs",6
chough,jinket,"chough,shough,slough,slouch,scouch,scorch,scorce,scarce,scarcy,scarey,scared,soared,soaked,socked,sicked,sinked,jinked,jinket",18
hyli,coyn,"hyli,holi,coli,coni,conn,coyn",6
nemean,noshed,"nemean,bemean,berean,borean,boreas,borers,corers,copers,topers,topees,tophes,toshes,noshes,noshed",14
ungual,farers,"ungual,ungull,ungula,angula,angela,angels,angers,anders,aiders,airers,firers,farers",12
coulee,ectene,"coulee,coupee,couped,copped,copied,copies,colies,colins,coling,poling,piling,ailing,aiding,anding,anting,acting,actine,octine,octene,ectene",20
helot,tapia,"helot,relot,relet,reles,teles,tales,tapes,tapis,tapia",9
myc,che,"myc,cyc,crc,cre,che",5
brei,isdn,"brei,bred,ared,ares,anes,ands,ande,inde,indn,isdn",10
kai,dit,"kai,kat,dat,dit",4
onward,raylet,"onward,inward,inlard,inland,unland,upland,uplane,upline,spline,saline,satine,satins,matins,maties,maries,mariet,marlet,earlet,eaglet,raglet,raylet",21
yules,moors,"yules,mules,moles,molds,moods,moors",6
cabda,grasp,"cabda,cauda,cauma,caama,kaama,krama,grama,gramp,grasp",9
tgn,tur,"tgn,tun,tur",3
dori,pwca,"dori,dari,pari,para,paca,pwca",6
cgs,sal,"cgs,cis,sis,sil,sal",5
gaz,jak,"gaz,laz,lak,jak",4
love,puca,"love,lave,pave,pace,puce,puca",6
ciao,brie,"ciao,miao,mias,bias,bras,brae,brie",7
gurjan,unsely,"gurjan,gurian,burian,burial,curial,curiae,curine,curing,caring,earing,enring,unring,unrind,unwind,unwild,unweld,unwell,unsell,unsely",19
perch,birle,"perch,merch,march,marsh,marse,barse,birse,birle",8
limby,zolle,"limby,libby,nibby,nobby,nobly,noble,nolle,zolle",8
mincy,aldea,"mincy,mingy,wingy,winey,winer,wider,aider,alder,aldea",9
nolle,slily,"nolle,noble,nobly,noily,soily,slily",6
salade,hexace,"salade,malade,malate,balate,belate,relate,relade,relide,reline,rexine,hexine,hexane,hexace",13
ramal,rheae,"ramal,samal,salal,salat,sclat,sceat,sheat,sheas,rheas,rheae",10
prp,raj,"prp,pap,rap,raj",4
alto,xyst,"alto,auto,aute,mute,muse,must,myst,xyst",8
pdn,ado,"pdn,prn,arn,aro,ado",5
pix,hui,"pix,dix,dux,dui,hui",5
clo,mru,"clo,cro,cru,mru",4
cursing,lashins,"cursing,cussing,cushing,lushing,lashing,lashins",6
dirty,carol,"dirty,dorty,porty,porta,corta,coroa,caroa,carol",8
kumis,tampa,"kumis,kamis,tamis,tamps,tampa",5
hewed,incas,"hewed,hewer,newer,neger,aeger,anger,angor,ancor,incor,incur,incus,incas",12
moism,dubba,"moism,moise,boise,boose,boosy,booby,bobby,dobby,dubby,dubba",10
bulten,mexica,"bulten,bulter,culter,colter,conter,contes,conies,conics,sonics,sonica,monica,modica,medica,mexica",14
merula,aronia,"merula,ferula,ferule,serule,setule,settle,settee,setter,retter,rester,restir,restio,gestio,gestic,geotic,geonic,aeonic,adonic,adonia,aronia",20
tyum,golo,"tyum,taum,gaum,gaul,gall,goll,golo",7
tosca,plouk,"tosca,posca,ponca,ponce,pence,peace,place,ploce,plock,plouk",10
inf,ape,"inf,inc,anc,ane,ape",5
yus,nip,"yus,nus,nis,nip",4
erump,viewy,"erump,trump,tramp,trams,teams,beams,bears,beers,veers,viers,views,viewy",12
rocta,detax,"rocta,recta,tecta,testa,testy,resty,resay,relay,relax,retax,detax",11
witty,plums,"witty,bitty,bitts,botts,boats,blats,slats,sluts,slums,plums",10
fub,ani,"fub,fud,aud,and,ani",5
snaked,argine,"snaked,slaked,flaked,flakes,flanes,planes,plants,plaits,plains,elains,eloins,aloins,algins,algine,argine",15
dgag,raun,"dgag,diag,ding,ring,rang,rann,raun",7
qtam,swob,"qtam,stam,swam,swom,swob",5
wept,chew,"wept,weet,whet,chet,chew",5
meck,amin,"meck,seck,sect,seit,smit,amit,amin",7
jee,cml,"jee,cee,coe,col,cml",5
deul,paha,"deul,peul,paul,paua,paha",5
pewit,gamba,"pewit,perit,peris,paris,baris,barbs,garbs,gambs,gamba",9
absi,itea,"absi,ansi,ansa,anba,alba,alea,ilea,itea",8
cai,nus,"cai,bai,bas,bus,nus",5
pro,son,"pro,prn,pon,son",4
sen,tnt,"sen,jen,jet,jnt,tnt",5
saw,piu,"saw,paw,pau,piu",4
propons,dresses,"propons,propone,propine,provine,proving,prosing,prising,peising,peining,peening,peeking,perking,jerking,jerkins,jerkies,jerkier,perkier,peakier,beakier,brakier,brasier,brasser,brasses,trasses,tresses,dresses",26
carn,lavy,"carn,cary,cavy,lavy",4
wanter,muscow,"wanter,banter,bunter,buster,busker,busket,musket,muskat,muscat,muscot,muscow",11
snead,roles,"snead,stead,strad,strae,stree,soree,sores,soles,roles",9
gams,okey,"gams,gaes,gres,ores,okes,okey",6
keno,cowk,"keno,beno,bono,bonk,conk,cowk",6
sikra,seech,"sikra,sirra,serra,serry,merry,mercy,merch,meech,seech",9
tabule,beanie,"tabule,tubule,tubuli,tumuli,cumuli,cuculi,cucule,curule,curdle,cuddle,buddle,buddie,burdie,burnie,bernie,beanie",16
nak,ask,"nak,hak,huk,auk,ask",5
oarcock,caskets,"oarcock,oarlock,marlock,marrock,tarrock,tarrack,barrack,barrace,barrage,farrage,fardage,faldage,fallage,tallage,tallate,ballate,ballote,ballots,ballets,ballers,fallers,falters,palters,pasters,passers,passels,tassels,tassets,bassets,baskets,caskets",31
akia,hile,"akia,akra,aira,aire,hire,hile",6
gaj,abs,"gaj,gas,aas,abs",4
sam,iba,"sam,aam,aaa,aba,iba",5
neif,gorb,"neif,seif,serf,serb,gerb,gorb",6
lally,corse,"lally,pally,parly,parle,carle,carse,corse",7
pulps,skunk,"pulps,palps,palls,pails,sails,sains,skins,skink,skunk",9
apicad,crotin,"apicad,apical,spical,spinal,spinel,spines,shines,chines,chinos,chiros,chiron,charon,chaton,craton,croton,crotin",16
sennet,easier,"sennet,bennet,bannet,banner,banter,baster,easter,easier",8
shutter,mushier,"shutter,slutter,plutter,platter,platier,peatier,pettier,puttier,guttier,gustier,mustier,mushier",12
cistic,bustee,"cistic,fistic,fustic,fustie,fustee,bustee",6
din,umm,"din,dan,ean,eam,emm,umm",6
pondage,lassoer,"pondage,bondage,bordage,cordage,cordate,cordite,condite,candite,candide,candids,candies,pandies,pansies,tansies,tassies,lassies,lassoes,lassoer",18
fleys,withy,"fleys,flays,flats,fiats,fists,fisty,fitty,witty,withy",9
koa,awm,"koa,moa,mwa,awa,awm",5
mudless,scorned,"mudless,budless,bedless,bedress,bearess,bearers,beaters,seaters,setters,settees,settles,mettles,mottles,mottler,moutler,mouther,souther,soutter,shutter,shotter,shooter,scooter,scooper,scorper,scorner,scorned",26
cliquy,digits,"cliquy,clique,caique,casque,masque,manque,mangue,mangle,mingle,ningle,niggle,niggly,nighly,nighty,nights,dights,digits",17
kyd,ode,"kyd,kid,kie,oie,ode",5
canals,dragee,"canals,canale,candle,handle,hankle,hackle,hackee,hacker,backer,becker,beaker,braker,brawer,drawer,drawee,dragee",16
garg,peru,"garg,gare,pare,pere,peru",5
utu,lye,"utu,ute,ate,aye,lye",5
jives,tammy,"jives,dives,dimes,dames,games,gamey,gammy,tammy",8
raddled,cortina,"raddled,paddled,paddles,paddies,pandies,panties,pasties,pastils,pastile,pantile,pantine,pentine,pennine,pernine,vernine,vervine,cervine,corvine,cortine,cortina",20
herp,keap,"herp,heap,keap",3
sicle,orpit,"sicle,sidle,sidhe,sadhe,sadie,sadic,sodic,iodic,indic,india,endia,encia,oncia,oncin,orcin,orpin,orpit",17
kart,yank,"kart,bart,bant,bank,yank",5
cozes,cavia,"cozes,coves,caves,cavea,cavia",5
bim,kha,"bim,dim,dia,dha,kha",5
obs,his,"obs,abs,ais,his",4
tassets,brasser,"tassets,tassels,passels,pastels,pastils,pasties,parties,parries,perries,perrier,perkier,peakier,beakier,brakier,brasier,brasser",16
gluma,mimir,"gluma,glume,blume,baume,bauge,bagge,bagie,bakie,bikie,mikie,mikir,mimir",12
hasta,nazim,"hasta,basta,basts,basis,babis,nabis,nazis,nazim",8
lifts,loafs,"lifts,lofts,loots,loofs,loafs",5
yum,arn,"yum,aum,arm,arn",4
loller,curets,"loller,boller,biller,birler,birles,birses,burses,bursts,burets,curets",10
lope,nate,"lope,nope,nape,nate",4
talles,danaid,"talles,taller,baller,balder,bander,rander,randir,randie,dandie,dandis,danais,danaid",12
soapi,reges,"soapi,soaps,soups,roups,roues,roles,reles,reges",8
fiqh,vees,"fiqh,fish,dish,diss,viss,vies,vees",7
poach,nepit,"poach,loach,leach,leath,death,depth,depoh,depot,depit,nepit",10
peepers,luckily,"peepers,keepers,keeners,teeners,teeters,testers,pesters,pasters,pastels,pastils,pastile,hastile,hastily,nastily,nattily,nuttily,ruttily,rustily,mustily,muskily,muckily,luckily",22
hints,copus,"hints,bints,binds,bonds,bonus,conus,copus",7
screver,reeling,"screver,scriver,striver,staiver,starver,starter,smarter,smatter,smutter,soutter,soulter,coulter,coulier,collier,collies,collins,colling,celling,felling,feeling,reeling",21
boyd,syun,"boyd,boud,soud,syud,syun",5
naf,efs,"naf,oaf,off,eff,efs",5
oaf,yoy,"oaf,caf,cay,yay,yoy",5
cowls,blent,"cowls,coals,coats,boats,blats,blets,blens,blent",8
hoodie,elbows,"hoodie,hoodle,hoople,hopple,popple,popply,popely,popery,papery,papers,paters,eaters,enters,inters,intern,inturn,unturn,unburn,unbury,anbury,ambury,ambery,ambers,embers,embars,embark,empark,emparl,empall,emball,embull,embulk,embusk,embosk,emboss,embows,elbows",37
